date,sector,sentiment_compound,base_sentiment_compound,sentiment_pos,sentiment_neu,sentiment_neg,total_headlines,tickers_with_news,ticker_count,coverage_rate,sentiment_score_0_100,finance_lexicon_effect,sentiment_lag1,sentiment_score_lag1,sentiment_z_full_sample,sentiment_signal_z,sentiment_21d_avg,sentiment_score_21d_avg
2020-11-04,Energy,0.092334,0.092334,0.09165999999999999,0.8873949999999999,0.020945000000000002,17,4,5,0.8,54.616699999999994,0.0,0.129825,56.49125,-0.07852088888832241,0.518058298537679,0.05032749347213633,52.51637467360681
2020-11-05,Energy,0.10976,0.04858666666666666,0.07600000000000001,0.9034666666666666,0.020533333333333334,9,5,5,1.0,55.48800000000001,0.061173333333333337,0.092334,54.616699999999994,0.0899019776598077,0.18424104865184912,0.05445206490070776,52.722603245035394
2020-11-06,Energy,0.026895000000000002,0.026895000000000002,0.0317,0.9554500000000001,0.0128,4,1,5,0.2,51.344750000000005,0.0,0.10976,55.48800000000001,-0.7109909889711348,0.33866289680955325,0.047000579639936785,52.350028981996836
2020-11-09,Energy,0.1698220512820513,0.16904728205128206,0.14377,0.8328761538461539,0.02339423076923077,31,5,5,1.0,58.49110256410257,0.0007747692307692455,0.026895000000000002,51.344750000000005,0.6704036904845452,-0.40028841161087286,0.055087343986701134,52.75436719933506
2020-11-10,Energy,0.074815,0.026431000000000017,0.18978666666666666,0.7170300000000001,0.09318333333333333,15,5,5,1.0,53.740750000000006,0.04838399999999999,0.1698220512820513,58.49110256410257,-0.2478426035134051,0.8750362350434675,0.05013912970098685,52.50695648504934
2020-11-11,Energy,0.17864,0.17864,0.15248,0.84752,0.0,7,3,5,0.6,58.931999999999995,0.0,0.074815,53.740750000000006,0.7556294565898665,0.024406083364906156,0.06319151065336778,53.159575532668384
2020-11-12,Energy,0.3424666666666667,0.3424666666666667,0.23933333333333334,0.7606666666666666,0.0,11,5,5,1.0,67.12333333333333,0.0,0.17864,58.931999999999995,2.3390196102123273,0.9518931752888993,0.07819849478035192,53.9099247390176
2020-11-13,Energy,0.11189333333333333,0.11189333333333333,0.058600000000000006,0.9414,0.0,6,2,5,0.4,55.59466666666667,0.0,0.3424666666666667,67.12333333333333,0.11052071490889974,2.385159625911396,0.07082722493908208,53.54136124695411
2020-11-16,Energy,0.267755,0.2094725,0.18262499999999998,0.812275,0.0050999999999999995,18,4,5,0.8,63.38775,0.058282500000000015,0.11189333333333333,55.59466666666667,1.6169288800052586,0.33726651647273465,0.08408865351051065,54.20443267552553
2020-11-17,Energy,0.0,0.0,0.0,1.0,0.0,3,2,5,0.4,50.0,0.0,0.267755,63.38775,-0.9709320538059769,1.708512845857176,0.08292075452061166,54.14603772603058
2020-11-18,Energy,0.061038333333333326,0.05945333333333334,0.05731666666666666,0.9218833333333333,0.0208,8,3,5,0.6,53.05191666666666,0.0015849999999999892,0.0,50.0,-0.3809945426548073,-0.6608334690594124,0.08046575452061167,54.02328772603059
2020-11-19,Energy,0.08038,0.08038,0.0465,0.9535,0.0,4,2,5,0.4,54.01899999999999,0.0,0.061038333333333326,53.05191666666666,-0.19405669439253156,-0.11926768162294502,0.08595980213965929,54.297990106982965
2020-11-20,Energy,0.0,0.0,0.0,1.0,0.0,2,2,5,0.4,50.0,0.0,0.08038,54.01899999999999,-0.9709320538059769,0.052517660013005604,0.08024369102854817,54.01218455142742
2020-11-23,Energy,-0.02423785714285715,-0.02423785714285715,0.09515857142857143,0.8016014285714286,0.10324,17,4,5,0.8,48.78810714285714,0.0,0.0,50.0,-1.2051917450136018,-0.6613501928731883,0.07169069783126927,53.584534891563464
2020-11-24,Energy,-0.09354,-0.14315,0.05920000000000001,0.8467666666666667,0.09403333333333333,11,5,5,1.0,45.323,0.04961,-0.02423785714285715,48.78810714285714,-1.8749992486247586,-0.874100285164574,0.06391239624396768,53.19561981219838
2020-11-25,Energy,0.12261249999999999,0.12261249999999999,0.085475,0.90195,0.012575,13,4,5,0.8,56.130625,0.0,-0.09354,45.323,0.2141218153913491,-1.481993978288427,0.07016283275190419,53.50814163759521
2020-11-27,Energy,0.05974250000000001,0.05974250000000001,0.0617,0.908625,0.029575,10,2,5,0.4,52.987125,0.0,0.12261249999999999,56.130625,-0.39351881469478295,0.4404801498911536,0.06961631536717253,53.480815768358624
2020-11-30,Energy,0.2151790476190476,0.2151790476190476,0.1318095238095238,0.8188666666666666,0.049178571428571426,27,5,5,1.0,60.75895238095238,0.0,0.05974250000000001,52.987125,1.108780560741056,-0.11974703979457192,0.08935810675039246,54.46790533751963
2020-12-01,Energy,0.09636333333333333,0.10927,0.0709,0.9170999999999999,0.011933333333333334,12,5,5,1.0,54.81816666666667,-0.012906666666666677,0.2151790476190476,60.75895238095238,-0.03957724890909989,1.2618236114842605,0.09237633690912261,54.61881684545614
2020-12-02,Energy,0.14893133333333333,0.14893133333333333,0.11046666666666667,0.8895333333333333,0.0,13,4,5,0.8,57.44656666666666,0.0,0.09636333333333333,54.81816666666667,0.46849421033008903,0.2012237488272337,0.10336548770277343,55.168274385138666
2020-12-03,Energy,0.012890000000000002,0.012890000000000002,0.0512,0.9117000000000001,0.0371,8,3,5,0.6,50.6445,0.0,0.14893133333333333,57.44656666666666,-0.8463497773337287,0.6691521742539608,0.09779715436944009,54.889857718472
2020-12-04,Energy,0.003914126984126978,0.003914126984126978,0.05335122655122656,0.8860137085137085,0.060635064935064945,30,5,5,1.0,50.19570634920635,0.0,0.012890000000000002,50.6445,-0.9331018870034948,-0.5471268119997204,0.09358668422582708,54.67933421129136
2020-12-07,Energy,0.08032488888888889,0.08032488888888889,0.08042222222222221,0.8887144444444445,0.030863333333333333,33,4,5,0.8,54.01624444444444,0.0,0.003914126984126978,50.19570634920635,-0.1945893451047997,-0.6257359342339629,0.09218501226815513,54.60925061340775
2020-12-08,Energy,0.07621,0.055135,0.06965,0.9151999999999999,0.01515,7,3,5,0.6,53.810500000000005,0.021074999999999997,0.08032488888888889,54.01624444444444,-0.23435988235911606,0.06005733887272585,0.09453334560148845,54.72666728007442
2020-12-09,Energy,0.039928000000000005,0.039928000000000005,0.07252,0.8621800000000001,0.06526,12,3,5,0.6,51.9964,0.0,0.07621,53.810500000000005,-0.5850266127676583,0.02299204113525151,0.08834791458805744,54.41739572940287
2020-12-10,Energy,0.277084,0.277084,0.16061333333333333,0.8393866666666666,0.0,14,4,5,0.8,63.85419999999999,0.0,0.039928000000000005,51.9964,1.7070939736599986,-0.30338460425353786,0.09797977173091457,54.89898858654573
2020-12-11,Energy,-0.233304,-0.233304,0.056479999999999995,0.75634,0.18717999999999999,14,5,5,1.0,38.3348,0.0,0.277084,63.85419999999999,-3.225822932788242,1.8219291803311923,0.07836339077853365,53.91816953892668
2020-12-14,Energy,0.12277,0.07815000000000001,0.12376666666666666,0.8349333333333334,0.041466666666666666,13,4,5,0.8,56.1385,0.04461999999999999,-0.233304,38.3348,0.21564405810231743,-2.7165617349684608,0.06790164474678761,53.39508223733938
2020-12-15,Energy,0.20113333333333333,0.20113333333333333,0.12913333333333332,0.8708666666666666,0.0,6,3,5,0.6,60.05666666666667,0.0,0.12277,56.1385,0.9730282674599805,0.4394080434515582,0.0721511685563114,53.60755842781557
2020-12-16,Energy,0.008926666666666671,0.008926666666666671,0.026600000000000002,0.9516,0.0218,5,2,5,0.4,50.446333333333335,0.0,0.20113333333333333,60.05666666666667,-0.8846555251293076,1.1300134505094934,0.05982600982615268,52.99130049130764
2020-12-17,Energy,0.11717999999999999,0.11717999999999999,0.075,0.925,0.0,8,5,5,1.0,55.859,0.0,0.008926666666666671,50.446333333333335,0.16161652315430586,-0.5744312287179772,0.06540600982615269,53.27030049130764
2020-12-18,Energy,0.036699999999999997,0.036699999999999997,0.0804,0.9009333333333334,0.018666666666666668,5,3,5,0.6,51.835,0.0,0.11717999999999999,55.859,-0.6162253395676908,0.3868355258306952,0.06424704157218443,53.212352078609214
2020-12-21,Energy,0.13405733333333333,0.13405733333333333,0.17737333333333333,0.7630733333333334,0.05955333333333333,14,5,5,1.0,56.702866666666665,0.0,0.036699999999999997,51.835,0.3247365082161852,-0.32899279728977615,0.06680310506424791,53.340155253212394
2020-12-22,Energy,-0.018831999999999995,-0.018831999999999995,0.09213,0.8221449999999999,0.08572500000000001,21,5,5,1.0,49.0584,0.0,0.13405733333333333,56.702866666666665,-1.1529439568723368,0.5380201264160315,0.06590634315948601,53.295317157974296
2020-12-23,Energy,0.09534000000000001,0.09534000000000001,0.0558,0.9442,0.0,4,3,5,0.6,54.766999999999996,0.0,-0.018831999999999995,49.0584,-0.04946779943327359,-0.8249068576602621,0.0716005268329554,53.580026341647766
2020-12-24,Energy,0.045566666666666665,0.045566666666666665,0.0627,0.9372999999999999,0.0,9,3,5,0.6,52.278333333333336,0.0,0.09534000000000001,54.766999999999996,-0.530528712876152,0.19522851602447222,0.07822465381708239,53.91123269085413
2020-12-28,Energy,0.049980000000000004,0.049980000000000004,0.04028,0.9597200000000001,0.0,13,4,5,0.8,52.498999999999995,0.0,0.045566666666666665,52.278333333333336,-0.4878737001920928,-0.2500088373503723,0.0747659633408919,53.73829816704459
2020-12-29,Energy,0.05727,0.05727,0.040650000000000006,0.95935,0.0,6,2,5,0.4,52.863499999999995,0.0,0.049980000000000004,52.498999999999995,-0.41741560899871116,-0.20996835594465882,0.0746482252456538,53.73241126228269
2020-12-30,Energy,0.025820000000000003,0.025820000000000003,0.0603,0.90395,0.03575,6,3,5,0.6,51.291,0.0,0.05727,52.863499999999995,-0.72138089953806,-0.1441360924094689,0.06563112773998489,53.28155638699924
2020-12-31,Energy,0.04671333333333334,0.04671333333333334,0.05133333333333333,0.9196,0.028933333333333332,12,4,5,0.8,52.33566666666667,0.0,0.025820000000000003,51.291,-0.5194461416047649,-0.4264263522258765,0.06326684202569917,53.16334210128496
2021-01-04,Energy,0.06635833333333332,0.06635833333333332,0.03521666666666667,0.9647833333333333,0.0,14,4,5,0.8,53.31791666666666,0.0,0.04671333333333334,52.33566666666667,-0.3295765666398841,-0.23742100730750387,0.059334794406651556,52.966739720332576
2021-01-05,Energy,0.12317666666666667,0.12317666666666667,0.10556666666666667,0.8603999999999999,0.03403333333333334,15,5,5,1.0,56.158833333333334,0.0,0.06635833333333332,53.31791666666666,0.2195745048904256,-0.05972604407000813,0.06458654043839758,53.22932702191987
2021-01-06,Energy,-0.019253333333333334,-0.019253333333333334,0.0,0.9788,0.021200000000000004,16,5,5,1.0,49.037333333333336,0.0,0.12317666666666667,56.158833333333334,-1.1570161574790325,0.45380418797633393,0.06348332804232804,53.1741664021164
2021-01-07,Energy,0.05487333333333333,0.05487333333333333,0.0626,0.9227000000000001,0.0147,6,3,5,0.6,52.74366666666667,0.0,-0.019253333333333334,49.037333333333336,-0.4405794716269881,-0.8354214558959324,0.0622713492063492,53.11356746031746
2021-01-08,Energy,0.09342071428571429,0.09342071428571429,0.08903571428571429,0.9109642857142857,0.0,14,4,5,0.8,54.67103571428571,0.0,0.05487333333333333,52.74366666666667,-0.0680177593623954,-0.1622846113167474,0.06309090702947846,53.15454535147393
2021-01-11,Energy,0.12099,0.12099,0.18363333333333332,0.7683666666666666,0.048,10,5,5,1.0,56.049499999999995,0.0,0.09342071428571429,54.67103571428571,0.19844029921010622,0.18787784105480534,0.0669510022675737,53.34755011337868
2021-01-12,Energy,0.005892666666666662,-0.012151333333333325,0.04500666666666667,0.9162066666666666,0.03874666666666667,18,4,5,0.8,50.29463333333334,0.018043999999999987,0.12099,56.049499999999995,-0.9139792355107507,0.4380448796865138,0.054037129251700684,52.701856462585035
2021-01-13,Energy,0.027894999999999996,0.027894999999999996,0.022075,0.970175,0.00775,9,2,5,0.4,51.39475,0.0,0.005892666666666662,50.29463333333334,-0.7013259558856229,-0.6106057430803374,0.0664751768707483,53.323758843537405
2021-01-14,Energy,0.038355,0.038355,0.031999999999999994,0.968,0.0,8,3,5,0.6,51.91775,0.0,0.027894999999999996,51.39475,-0.6002297098111685,-0.40867421099110396,0.06245541496598639,53.12277074829932
2021-01-15,Energy,0.16174307692307693,0.16174307692307693,0.18387692307692308,0.808723076923077,0.007415384615384615,18,4,5,0.8,58.087153846153846,0.0,0.038355,51.91775,0.5923201360080558,-0.3123019167491974,0.06057968847025991,53.02898442351299
2021-01-19,Energy,0.2684066666666667,0.15702666666666668,0.21355,0.7352000000000001,0.05135000000000001,12,4,5,0.8,63.42033333333333,0.11138,0.16174307692307693,58.087153846153846,1.623227259899317,0.8161349551168096,0.07293587894645037,53.64679394732252
2021-01-20,Energy,-0.01909,-0.01909,0.00625,0.9797499999999999,0.014000000000000002,4,1,5,0.2,49.0455,0.0,0.2684066666666667,63.42033333333333,-1.1554375354083988,1.7802563049327886,0.06644683132740276,53.32234156637014
2021-01-21,Energy,-0.23149000000000003,-0.23058499999999998,0.052500000000000005,0.8284,0.11910000000000001,8,5,5,1.0,38.4255,-0.0009050000000000447,-0.01909,49.0455,-3.208290562771124,-0.8430490380807532,0.05367587894645037,52.68379394732252
2021-01-22,Energy,0.046407500000000004,0.0399575,0.068775,0.900525,0.030699999999999998,18,5,5,1.0,52.320375,0.006450000000000004,-0.23149000000000003,38.4255,-0.5224020308900841,-2.7393303449188355,0.049502077359148786,52.47510386795744
2021-01-25,Energy,0.11744000000000002,0.11744000000000002,0.11199999999999999,0.8879999999999999,0.0,5,3,5,0.6,55.872,0.0,0.046407500000000004,52.320375,0.16412943175653918,-0.23063485739850542,0.055991220216291646,52.79956101081458
2021-01-26,Energy,0.37005999999999994,0.37005999999999994,0.22800000000000004,0.772,0.0,8,5,5,1.0,68.503,0.0,0.11744000000000002,55.872,2.605710089818551,0.4107295018579819,0.06907312497819641,53.45365624890982
2021-01-27,Energy,0.12439333333333333,0.12439333333333333,0.11396666666666666,0.874,0.012033333333333333,9,3,5,0.6,56.21966666666667,0.0,0.37005999999999994,68.503,0.2313336284777983,2.657673560047953,0.0728267757718472,53.64133878859236
2021-01-28,Energy,0.07949833333333332,0.07949833333333332,0.05789999999999999,0.9298666666666666,0.012233333333333334,13,4,5,0.8,53.97491666666666,0.0,0.12439333333333333,56.21966666666667,-0.2025780318962579,0.45734109020346275,0.07423241069248213,53.71162053462411
2021-01-29,Energy,-0.20621166666666668,-0.19830166666666665,0.04203333333333333,0.7709166666666667,0.1871,19,3,5,0.6,39.689416666666666,-0.007910000000000028,0.07949833333333332,53.97491666666666,-2.9639746347578595,0.05473197778318534,0.06168566466073609,53.0842832330368
2021-02-01,Energy,0.15654924242424245,0.09943151515151516,0.15071515151515152,0.7996515151515152,0.04963333333333333,30,5,5,1.0,57.82746212121212,0.05711772727272729,-0.20621166666666668,39.689416666666666,0.5421215537361475,-2.478341765334017,0.06791086668093811,53.395543334046906
2021-02-02,Energy,-0.006976140350877199,-0.0019438596491228033,0.057214035087719294,0.899859649122807,0.04293684210526316,23,3,5,0.6,49.65119298245614,-0.005032280701754396,0.15654924242424245,57.82746212121212,-1.0383566811063796,0.7466639426709849,0.06535422507692809,53.26771125384641
2021-02-03,Energy,0.040972999999999996,0.012773000000000001,0.06133999999999999,0.90506,0.0336,11,3,5,0.6,52.048649999999995,0.028199999999999996,-0.006976140350877199,49.65119298245614,-0.5749266531932985,-0.7073015041422117,0.06414539968010267,53.20726998400514
2021-02-04,Energy,0.11756,0.12944,0.0861,0.90115,0.012750000000000001,8,4,5,0.8,55.87800000000001,-0.011880000000000002,0.040972999999999996,52.048649999999995,0.16528923572680043,-0.2794590784409416,0.06387793936264237,53.193896968132115
2021-02-05,Energy,0.03696133333333333,0.03696133333333333,0.15226666666666666,0.7864666666666666,0.06133333333333333,11,4,5,0.8,51.84806666666667,0.0,0.11756,55.87800000000001,-0.613699544254677,0.40333141540884704,0.06655482825153126,53.32774141257656
2021-02-08,Energy,0.11955750000000001,0.11955750000000001,0.10076666666666667,0.8759583333333334,0.023275,25,5,5,1.0,55.977875,0.0,0.03696133333333333,51.84806666666667,0.18459513931511054,-0.3165839570189938,0.06963502666422967,53.481751333211484
2021-02-09,Energy,0.01591,0.01591,0.00995,0.98415,0.0059,4,1,5,0.2,50.795500000000004,0.0,0.11955750000000001,55.977875,-0.8171613774154828,0.4221243176015453,0.06594404026967185,53.297202013483584
2021-02-10,Energy,-0.11750000000000001,-0.11750000000000001,0.0298,0.8876,0.0826,3,3,5,0.6,44.125,0.0,0.01591,50.795500000000004,-2.106573441353624,-0.50621616981366,0.05458737360300518,52.72936868015026
2021-02-11,Energy,0.066065,0.043355000000000005,0.09530000000000001,0.8585,0.0462,9,4,5,0.8,53.303250000000006,0.022709999999999994,-0.11750000000000001,44.125,-0.3324116430116342,-1.692399437992683,0.05745272280935439,52.872636140467726
2021-02-12,Energy,0.019594666666666673,0.019594666666666673,0.12397333333333334,0.7727866666666666,0.10344666666666666,14,5,5,1.0,50.979733333333336,0.0,0.066065,53.303250000000006,-0.7815489521730666,-0.04949620488907425,0.05705746884110042,52.85287344205503
2021-02-16,Energy,0.09949250000000001,0.09949250000000001,0.084075,0.900075,0.01585,18,4,5,0.8,54.974624999999996,0.0,0.019594666666666673,50.979733333333336,-0.00933374954568545,-0.4651162218580134,0.05996877836490994,52.9984389182455
2021-02-17,Energy,-0.02203018181818182,-0.02203018181818182,0.018654545454545455,0.9643418181818181,0.017003636363636367,16,2,5,0.4,48.89849090909091,0.0,0.09949250000000001,54.974624999999996,-1.1838544899585466,0.25172483509279986,0.05121767080580238,52.56088354029012
2021-02-18,Energy,0.11680666666666666,0.11680666666666666,0.08120000000000001,0.9188000000000001,0.0,7,3,5,0.6,55.840333333333334,0.0,-0.02203018181818182,48.89849090909091,0.15800824413571474,-0.8385784805924159,0.043998623186754765,52.19993115933773
2021-02-19,Energy,0.26348,0.26348,0.179,0.8210000000000001,0.0,9,4,5,0.8,63.174,0.0,0.11680666666666666,55.840333333333334,1.5756108635646948,0.40976048433697243,0.05745433747246905,52.872716873623446
2021-02-22,Energy,0.1376988888888889,0.12051388888888889,0.13537777777777776,0.8299722222222222,0.03465,18,4,5,0.8,56.88494444444444,0.017185000000000006,0.26348,63.174,0.35993226314335935,1.7193639848448339,0.07503476075289234,53.751738037644614
2021-02-23,Energy,0.23353333333333332,0.23780333333333337,0.17653333333333335,0.8164999999999999,0.006966666666666667,12,4,5,0.8,61.67666666666667,-0.0042700000000000515,0.1376988888888889,56.88494444444444,1.2861753394305655,0.5885277449019773,0.0839455147211463,54.197275736057314
2021-02-24,Energy,-0.02732633333333333,-0.025846333333333325,0.049246666666666675,0.8904733333333332,0.06028,17,5,5,1.0,48.63368333333333,-0.0014800000000000056,0.23353333333333332,61.67666666666667,-1.23504196957837,1.442278662618449,0.07705187980051138,53.85259399002557
2021-02-25,Energy,0.09003000000000001,0.10586999999999999,0.0621,0.9379,0.0,6,4,5,0.8,54.5015,-0.01583999999999998,-0.02732633333333333,48.63368333333333,-0.10078912511734167,-0.8955279176185462,0.06371711789574948,53.18585589478747
2021-02-26,Energy,-0.035515,0.01366,0.00945,0.9603333333333334,0.03021666666666667,8,3,5,0.6,48.224250000000005,-0.049174999999999996,0.09003000000000001,54.5015,-1.3141857038379314,0.15755123487713446,0.05610243535606693,52.80512176780334
2021-03-01,Energy,0.2517376666666667,0.2517376666666667,0.21006999999999998,0.7786133333333333,0.011433333333333334,28,5,5,1.0,62.58688333333333,0.0,-0.035515,48.224250000000005,1.4621208233969194,-0.9679680070467189,0.06430430837193996,53.215215418597005
2021-03-02,Energy,-0.025090666666666667,-0.053190666666666664,0.037026666666666666,0.9164266666666666,0.04654666666666667,8,2,5,0.4,48.745466666666665,0.028099999999999997,0.2517376666666667,62.58688333333333,-1.2134341772768606,1.605025895231816,0.07292911789574948,53.64645589478747
2021-03-03,Energy,0.02051181818181818,0.004489090909090906,0.05612727272727273,0.901159090909091,0.04269545454545455,15,2,5,0.4,51.02559090909091,0.016022727272727272,-0.025090666666666667,48.745466666666665,-0.7726846524346999,-0.8747193979813259,0.06645114531277689,53.32255726563885
2021-03-04,Energy,0.10244499999999998,0.10244499999999998,0.11074999999999999,0.8631,0.02615,12,5,5,1.0,55.122249999999994,0.0,0.02051181818181818,51.02559090909091,0.019202260639288097,-0.46466354041398444,0.07166167580567581,53.58308379028379
2021-03-05,Energy,0.13962333333333332,0.11253333333333333,0.08726666666666667,0.9127333333333333,0.0,17,5,5,1.0,56.98116666666666,0.02708999999999999,0.10244499999999998,55.122249999999994,0.37853208237014424,0.2708326821070788,0.07635931072631073,53.81796553631553
2021-03-08,Energy,0.10406866666666667,0.10406866666666667,0.08128666666666666,0.9187133333333334,0.0,14,4,5,0.8,55.20343333333333,0.0,0.13962333333333332,56.98116666666666,0.03489505269246446,0.6039273168630899,0.07571686628186629,53.78584331409332
2021-03-09,Energy,-0.10365238095238097,-0.10365238095238097,0.0358,0.8729142857142858,0.09131428571428571,11,3,5,0.6,44.81738095238095,0.0,0.10406866666666667,55.20343333333333,-1.9727357451028211,0.2831837222460882,0.06902097512540369,53.45104875627019
2021-03-10,Energy,0.11134999999999999,0.11134999999999999,0.10164999999999999,0.8698499999999999,0.028500000000000004,10,4,5,0.8,55.5675,0.0,-0.10365238095238097,44.81738095238095,0.10526938026577154,-1.5812146932110502,0.06863014179207036,53.431507089603514
2021-03-11,Energy,0.17562333333333333,0.17562333333333333,0.12469999999999999,0.8753,0.0,7,3,5,0.6,58.781166666666664,0.0,0.11134999999999999,55.5675,0.7264732734485723,0.35263754401543296,0.0762355386174672,53.81177693087336
2021-03-12,Energy,0.09534000000000001,0.09534000000000001,0.051000000000000004,0.9490000000000001,0.0,1,1,5,0.2,54.766999999999996,0.0,0.17562333333333333,58.781166666666664,-0.04946779943327359,0.9288979192030621,0.08637077671270528,54.318538835635266
2021-03-15,Energy,0.08874333333333333,0.08874333333333333,0.06636666666666666,0.9336333333333332,0.0,13,4,5,0.8,54.43716666666667,0.0,0.09534000000000001,54.766999999999996,-0.11322480102070048,0.204958117821336,0.08745069734762592,54.37253486738128
2021-03-16,Energy,-0.05992333333333333,-0.05992333333333333,0.0,0.9672333333333334,0.032766666666666666,5,2,5,0.4,47.00383333333333,0.0,0.08874333333333333,54.43716666666667,-1.550093053066801,0.14516228469797993,0.08366412591905449,54.18320629595272
2021-03-17,Energy,0.006846666666666666,0.006846666666666666,0.009000000000000001,0.991,0.0,6,2,5,0.4,50.342333333333336,0.0,-0.05992333333333333,47.00383333333333,-0.9047587939471722,-1.1942600456655248,0.07925241956984815,53.96262097849241
2021-03-18,Energy,-0.03853333333333335,-0.03853333333333335,0.11386666666666667,0.7777333333333333,0.10840000000000001,9,4,5,0.8,48.07333333333334,0.0,0.006846666666666666,50.342333333333336,-1.3433579953677017,-0.5896503333671573,0.07846655521198379,53.92332776059919
2021-03-19,Energy,0.16752000000000003,0.16752000000000003,0.127,0.873,0.0,6,3,5,0.6,58.376000000000005,0.0,-0.03853333333333335,48.07333333333334,0.6481542886789746,-0.9968462007688748,0.08088147584690442,54.04407379234523
2021-03-22,Energy,0.006773333333333337,0.006773333333333337,0.043133333333333336,0.9294666666666667,0.0274,13,4,5,0.8,50.33866666666667,0.0,0.16752000000000003,58.376000000000005,-0.9054675630401097,0.8644725200509714,0.06865734886277744,53.432867443138875
2021-03-23,Energy,-0.12369277777777779,-0.12369277777777779,0.04142222222222222,0.8377777777777778,0.12089722222222221,27,5,5,1.0,43.81536111111111,0.0,0.006773333333333337,50.33866666666667,-2.1664268434670686,-0.5888168567211857,0.056210126640555205,52.81050633202776
2021-03-24,Energy,-0.013957333333333332,-0.013957333333333332,0.01976,0.9593333333333334,0.020906666666666667,11,4,5,0.8,49.30213333333333,0.0,-0.12369277777777779,43.81536111111111,-1.1058301422581616,-1.7588467810752286,0.04442485679928537,52.22124283996426
2021-03-25,Energy,0.14115333333333333,0.14115333333333333,0.1529333333333333,0.8470666666666666,0.0,9,4,5,0.8,57.05766666666666,0.0,-0.013957333333333332,49.30213333333333,0.39331958299097747,-0.766237104795226,0.052447698069126636,52.62238490345633
2021-03-26,Energy,0.19800233333333334,0.19800233333333334,0.13625333333333334,0.84888,0.014866666666666667,12,3,5,0.6,59.90011666666667,0.0,0.14115333333333333,57.05766666666666,0.9427670488692429,0.6335180594303627,0.05758923775166632,52.87946188758331
2021-03-29,Energy,0.13676,0.13676,0.08688,0.898,0.01512,8,4,5,0.8,56.838,0.0,0.19800233333333334,59.90011666666667,0.3508578709686286,1.143295098708849,0.06579280918023775,53.28964045901189
2021-03-30,Energy,0.2677733333333333,0.2677733333333333,0.19733333333333333,0.8026666666666668,0.0,7,4,5,0.8,63.38866666666667,0.0,0.13676,56.838,1.6171060722784925,0.5885322759409344,0.06655641235484093,53.32782061774204
2021-03-31,Energy,0.15391333333333335,0.16796333333333333,0.12988333333333332,0.8575166666666666,0.012633333333333333,12,4,5,0.8,57.69566666666667,-0.01404999999999998,0.2677733333333333,63.38866666666667,0.5166454051621093,1.762159983490048,0.07508041235484092,53.75402061774205
2021-04-01,Energy,-0.2929,-0.2929,0.0381,0.7030000000000001,0.2589,9,5,5,1.0,35.355000000000004,0.0,0.15391333333333335,57.69566666666667,-3.8018202445524083,0.733743968213976,0.06015604006046863,53.00780200302343
2021-04-05,Energy,0.06448400000000001,0.06448400000000001,0.05784,0.94216,0.0,12,4,5,0.8,53.224199999999996,0.0,-0.2929,35.355000000000004,-0.3476920603198283,-3.0,0.058348373393801965,52.91741866969009
2021-04-06,Energy,0.026503999999999993,0.026503999999999993,0.06646,0.8771599999999999,0.05638,13,4,5,0.8,51.3252,0.0,0.06448400000000001,53.224199999999996,-0.7147700169075699,-0.06165758405249336,0.05296173847316704,52.64808692365835
2021-04-07,Energy,-0.04108,-0.04108,0.029599999999999998,0.9259999999999999,0.0444,5,3,5,0.6,47.946,0.0,0.026503999999999993,51.3252,-1.3679716129588053,-0.39892420478576734,0.04604989720332578,52.30249486016629
2021-04-08,Energy,0.07392,0.07392,0.11320000000000001,0.8282,0.0586,6,5,5,1.0,53.696,0.0,-0.04108,47.946,-0.2564928081249383,-0.9980311570792966,0.05450572486772486,52.725286243386236
2021-04-09,Energy,-0.15111,-0.15111,0.0137,0.8736,0.1127,5,4,5,0.8,42.444500000000005,0.0,0.07392,53.696,-2.431415203357678,0.026715311399390835,0.04200762962962964,52.100381481481485
2021-04-12,Energy,0.14817,0.14817,0.0786,0.9214,0.0,3,2,5,0.4,57.4085,0.0,-0.15111,42.444500000000005,0.4611358984743193,-1.966591567788132,0.04070032804232805,52.035016402116405
2021-04-13,Energy,0.14788666666666667,0.14788666666666667,0.11283333333333334,0.8807,0.006466666666666667,8,3,5,0.6,57.394333333333336,0.0,0.14817,57.4085,0.45839747243342427,0.6908619233544856,0.04320255026455026,52.16012751322752
2021-04-14,Energy,0.06063333333333334,0.06063333333333334,0.04161666666666667,0.9401333333333334,0.0183,10,4,5,0.8,53.031666666666666,0.0,0.14788666666666667,57.394333333333336,-0.3849088810544395,0.6867677270709809,0.04186397883597884,52.093198941798946
2021-04-15,Energy,0.0017400000000000083,0.0017400000000000083,0.1268,0.835,0.0382,6,5,5,1.0,50.087,0.0,0.06063333333333334,53.031666666666666,-0.9541148962371863,-0.08958982014912455,0.044800328042328044,52.240016402116396
2021-04-16,Energy,0.08471333333333333,0.08471333333333333,0.0864,0.8942,0.019399999999999997,10,4,5,0.8,54.235666666666674,0.0,0.0017400000000000083,50.087,-0.15217488435531332,-0.6132023956594256,0.04850826455026456,52.42541322751323
2021-04-19,Energy,0.04048500000000001,0.04048500000000001,0.058399999999999994,0.9288333333333334,0.012766666666666667,11,3,5,0.6,52.02425,0.0,0.08471333333333333,54.235666666666674,-0.5796431893390281,0.12685645604395074,0.052271042328042326,52.613552116402104
